Date,Block,Primary Type,Description,Location Description,Ward,Community Area,Year,Location
11/27/2016 11:30:00 AM,046XX W ADAMS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,25.0,2016,"(41.878083759, -87.741712462)"
11/27/2016 10:00:00 PM,027XX N LAWNDALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,35.0,22.0,2016,"(41.930687306, -87.7196103)"
11/27/2016 08:30:00 PM,047XX W GLADYS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,25.0,2016,"(41.875946299, -87.743373497)"
11/27/2016 05:30:00 PM,085XX S KNOX AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18.0,70.0,2016,"(41.737682667, -87.737312696)"
11/27/2016 09:00:00 PM,009XX N SACRAMENTO BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,23.0,2016,"(41.899024734, -87.702462299)"
11/25/2016 09:30:00 PM,075XX S INDIANA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,6.0,69.0,2016,"(41.757864985, -87.61991931)"
11/23/2016 09:00:00 PM,049XX S PULASKI RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),14.0,57.0,2016,"(41.803253595, -87.72345032)"
11/23/2016 09:00:00 PM,049XX S PULASKI RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),14.0,57.0,2016,"(41.803253595, -87.72345032)"
11/23/2016 09:00:00 PM,049XX S PULASKI RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),14.0,57.0,2016,"(41.803253595, -87.72345032)"
11/23/2016 09:00:00 PM,049XX S PULASKI RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),14.0,57.0,2016,"(41.803253595, -87.72345032)"
11/26/2016 10:00:00 PM,045XX S TROY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,58.0,2016,"(41.810933378, -87.702846893)"
11/18/2016 08:00:00 AM,076XX S VERNON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,6.0,69.0,2016,"(41.755615044, -87.613820045)"
11/11/2016 07:00:00 PM,003XX N MASON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2016,"(41.886025404, -87.773416793)"
11/18/2016 10:00:00 PM,002XX W 60TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,20.0,68.0,2016,"(41.785424388, -87.632150239)"
11/23/2016 09:00:00 PM,049XX S PULASKI RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,14.0,57.0,2016,"(41.803253595, -87.72345032)"
11/28/2016 05:45:00 AM,041XX W CORNELIA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,30.0,16.0,2016,"(41.944765026, -87.730462282)"
11/28/2016 06:25:00 AM,058XX S EMERALD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20.0,68.0,2016,"(41.787635257, -87.643768257)"
11/28/2016 12:00:00 AM,065XX S YALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20.0,68.0,2016,"(41.775885302, -87.631711565)"
11/28/2016 12:00:00 AM,024XX W FULLERTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,22.0,2016,"(41.92489676, -87.688034314)"
11/28/2016 11:15:00 AM,080XX S TRIPP AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,13.0,70.0,2016,"(41.746735087, -87.727661005)"
11/28/2016 07:30:00 AM,054XX S FRANCISCO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,63.0,2016,"(41.794774437, -87.696272274)"
11/28/2016 01:50:00 PM,078XX S KEDVALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13.0,70.0,2016,"(41.751325689, -87.725462983)"
11/28/2016 02:00:00 PM,009XX W 119TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34.0,53.0,2016,"(41.677770124, -87.645260806)"
11/28/2016 04:30:00 PM,006XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),28.0,25.0,2016,"(41.89174036, -87.745692606)"
11/28/2016 05:15:00 PM,039XX N SPRINGFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),39.0,16.0,2016,"(41.953087341, -87.725090015)"
11/28/2016 07:30:00 AM,026XX W 83RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18.0,70.0,2016,"(41.742728061, -87.688271274)"
11/28/2016 05:28:00 PM,0000X S KARLOV AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,28.0,26.0,2016,"(41.880172565, -87.728102753)"
11/28/2016 09:30:00 AM,036XX W FLOURNOY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,24.0,27.0,2016,"(41.872634256, -87.71678069)"
11/28/2016 08:00:00 AM,073XX N HOYNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,49.0,1.0,2016,"(42.015358551, -87.683013901)"
11/28/2016 06:00:00 PM,079XX S CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),13.0,70.0,2016,"(41.748060338, -87.741302702)"
11/28/2016 05:45:00 PM,028XX S KOMENSKY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,22.0,30.0,2016,"(41.839876643, -87.725649531)"
11/28/2016 01:00:00 AM,019XX S CHRISTIANA AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,24.0,29.0,2016,"(41.854886268, -87.708996876)"
11/28/2016 10:30:00 PM,003XX N CENTRAL PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,27.0,2016,"(41.886697431, -87.716065239)"
11/28/2016 12:00:00 PM,048XX S LAKE PARK AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,4.0,39.0,2016,"(41.806890268, -87.589834384)"
11/28/2016 10:30:00 PM,042XX W BYRON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,38.0,16.0,2016,"(41.951770682, -87.733543103)"
11/28/2016 10:00:00 PM,0000X E 57TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,20.0,40.0,2016,"(41.79102732, -87.624846858)"
11/28/2016 09:30:00 PM,029XX W AUGUSTA BLVD,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,26.0,24.0,2016,"(41.899247379, -87.701031236)"
11/28/2016 11:15:00 PM,020XX W BARRY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32.0,5.0,2016,"(41.937735488, -87.679524991)"
11/28/2016 10:30:00 PM,008XX E 88TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,44.0,2016,"(41.734847381, -87.603141089)"
11/28/2016 10:00:00 PM,045XX S MOZART ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,58.0,2016,"(41.811436318, -87.695523965)"
11/28/2016 06:00:00 PM,010XX N CICERO AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,37.0,25.0,2016,"(41.899076786, -87.745900838)"
11/28/2016 06:00:00 PM,010XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),37.0,25.0,2016,"(41.899076786, -87.745900838)"
11/28/2016 06:00:00 PM,010XX N CICERO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),37.0,25.0,2016,"(41.899076786, -87.745900838)"
11/28/2016 10:30:00 PM,064XX S KENWOOD AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE-GARAGE,20.0,42.0,2016,"(41.77786805, -87.593011046)"
11/28/2016 09:00:00 PM,010XX N KEDVALE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,23.0,2016,"(41.899786948, -87.729908459)"
11/28/2016 07:00:00 PM,007XX N SACRAMENTO BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,OTHER,27.0,23.0,2016,"(41.893990113, -87.702155577)"
11/28/2016 08:00:00 PM,022XX N WASHTENAW AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,1.0,22.0,2016,"(41.922117632, -87.695539927)"
10/21/2016 08:30:00 AM,127XX S EMERALD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,34.0,53.0,2016,
11/29/2016 06:55:00 AM,050XX W HURON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,25.0,2016,"(41.893110785, -87.751828382)"
11/29/2016 07:34:00 AM,069XX S LAFAYETTE AVE,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",STREET,6.0,69.0,2016,"(41.769070498, -87.626668445)"
11/22/2016 11:30:00 PM,032XX W DOUGLAS BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.862502624, -87.706165802)"
11/29/2016 10:30:00 AM,014XX W 71ST PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,67.0,2016,"(41.764034562, -87.66140631)"
11/29/2016 06:30:00 AM,023XX W THOMAS ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,1.0,24.0,2016,"(41.901215298, -87.685819043)"
11/29/2016 01:00:00 AM,037XX S DEARBORN ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,35.0,2016,
11/29/2016 04:00:00 PM,013XX N KOSTNER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),37.0,23.0,2016,"(41.904550887, -87.736196711)"
11/29/2016 04:55:00 PM,041XX W WEST END AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,26.0,2016,"(41.883326693, -87.728811116)"
11/29/2016 10:00:00 AM,050XX W FLETCHER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30.0,19.0,2016,"(41.937834474, -87.753094562)"
11/29/2016 08:30:00 PM,016XX S CENTRAL PARK AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,24.0,29.0,2016,"(41.858190906, -87.715186808)"
11/29/2016 09:40:00 PM,050XX S WABASH AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,3.0,38.0,2016,"(41.802799631, -87.624295403)"
11/29/2016 03:00:00 PM,032XX N KILDARE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,30.0,16.0,2016,"(41.94018466, -87.734607333)"
11/29/2016 11:30:00 PM,010XX W LAWRENCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,46.0,3.0,2016,"(41.969060928, -87.656836378)"
11/29/2016 08:00:00 PM,005XX W 30TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11.0,60.0,2016,"(41.83993937, -87.640737231)"
11/29/2016 05:00:00 PM,032XX S LOWE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,11.0,60.0,2016,"(41.835721473, -87.64256611)"
11/29/2016 05:00:00 PM,078XX S SOUTH SHORE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),7.0,43.0,2016,"(41.754256907, -87.550483752)"
11/29/2016 08:30:00 PM,071XX S CORNELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,43.0,2016,"(41.765358204, -87.58475348)"
11/29/2016 11:15:00 PM,078XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,6.0,69.0,2016,"(41.75226055, -87.614982599)"
11/29/2016 10:00:00 PM,022XX N SPAULDING AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,22.0,2016,"(41.921480096, -87.710376417)"
11/29/2016 05:00:00 AM,009XX W BARRY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44.0,6.0,2016,"(41.938104237, -87.653245671)"
11/29/2016 04:00:00 PM,004XX W MELROSE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,44.0,6.0,2016,"(41.941184346, -87.64103203)"
11/29/2016 12:00:00 AM,006XX W 69TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,68.0,2016,"(41.768888455, -87.641395711)"
11/29/2016 10:00:00 AM,098XX S DR MARTIN LUTHER KING JR DR,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",RESIDENTIAL YARD (FRONT/BACK),6.0,49.0,2016,"(41.715192276, -87.613967071)"
11/29/2016 07:00:00 PM,0000X W 14TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,33.0,2016,"(41.864029127, -87.628667156)"
11/30/2016 04:05:00 AM,004XX S KILBOURN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,26.0,2016,"(41.874849612, -87.737721674)"
11/30/2016 07:00:00 AM,108XX S RACINE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,34.0,75.0,2016,"(41.697167657, -87.65226756)"
11/30/2016 05:55:00 AM,063XX S KOMENSKY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,13.0,65.0,2016,"(41.778297041, -87.723972807)"
11/30/2016 08:30:00 AM,003XX E 103RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9.0,49.0,2016,"(41.707300897, -87.614611711)"
11/30/2016 06:30:00 AM,010XX N PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,23.0,2016,"(41.899962361, -87.726222555)"
11/28/2016 03:50:00 PM,061XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DAY CARE CENTER,15.0,66.0,2016,"(41.781275078, -87.703203506)"
11/30/2016 03:40:00 PM,008XX N WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,32.0,24.0,2016,"(41.896358373, -87.686859824)"
11/30/2016 12:00:00 PM,043XX S TROY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,58.0,2016,"(41.814315174, -87.703000812)"
11/30/2016 07:15:00 PM,021XX S WESTERN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,25.0,31.0,2016,"(41.85354693, -87.685679736)"
11/30/2016 07:00:00 AM,033XX N ELSTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,33.0,21.0,2016,"(41.942398527, -87.702692856)"
11/30/2016 08:30:00 PM,058XX N JERSEY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),39.0,13.0,2016,"(41.98729034, -87.710106717)"
11/30/2016 10:10:00 PM,002XX W 31ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,11.0,34.0,2016,"(41.838227527, -87.632238332)"
11/30/2016 02:00:00 PM,037XX W LEXINGTON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,27.0,2016,"(41.871732109, -87.71844893)"
11/30/2016 07:00:00 PM,029XX N LOTUS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31.0,19.0,2016,"(41.933993846, -87.762659135)"
11/30/2016 06:50:00 PM,017XX N LARAMIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,37.0,25.0,2016,"(41.912554426, -87.75577411)"
11/30/2016 10:00:00 PM,014XX W DIVISION ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,24.0,2016,"(41.903380291, -87.664241511)"
11/30/2016 09:45:00 PM,020XX E 72ND PL,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,5.0,43.0,2016,"(41.763434746, -87.575172432)"
11/30/2016 11:00:00 PM,113XX S AVENUE H,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,10.0,52.0,2016,"(41.688788011, -87.532869609)"
11/30/2016 06:00:00 PM,015XX S KOMENSKY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.859849586, -87.726205667)"
11/30/2016 10:00:00 PM,032XX W DOUGLAS BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.862504887, -87.706077674)"
11/30/2016 10:30:00 PM,016XX S KARLOV AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.858033577, -87.727375485)"
11/30/2016 07:00:00 PM,064XX W STRONG ST,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,41.0,10.0,2016,"(41.970219417, -87.788470268)"
11/28/2016 02:00:00 AM,016XX N PULASKI RD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,30.0,23.0,2016,"(41.910341711, -87.726344642)"
11/29/2016 12:08:00 PM,026XX S CENTRAL PARK AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,22.0,30.0,2016,"(41.843852662, -87.714774336)"
11/30/2016 08:30:00 AM,067XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,17.0,68.0,2016,"(41.771688123, -87.650651343)"
11/30/2016 06:00:00 PM,043XX S VINCENNES AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3.0,38.0,2016,"(41.815914001, -87.614058955)"
11/30/2016 07:00:00 PM,040XX N PULASKI RD,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,39.0,16.0,2016,"(41.954478414, -87.727639213)"
11/28/2016 05:45:00 PM,066XX S HARVARD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,68.0,2016,"(41.773875029, -87.633273203)"
11/30/2016 12:00:00 AM,014XX S BLUE ISLAND AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2016,"(41.862906101, -87.656858884)"
11/15/2016 12:00:00 PM,047XX S LEAMINGTON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,23.0,56.0,2016,"(41.80692376, -87.751698796)"
11/18/2016 09:00:00 AM,009XX W ARDMORE AVE,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,48.0,77.0,2016,"(41.987359699, -87.655053671)"
12/01/2016 07:20:00 AM,077XX S CHRISTIANA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18.0,70.0,2016,"(41.752508806, -87.706119935)"
12/01/2016 08:15:00 AM,018XX S KILDARE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,24.0,29.0,2016,"(41.856183689, -87.732550319)"
12/01/2016 07:30:00 AM,043XX W 81ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,13.0,70.0,2016,"(41.744987561, -87.729861403)"
12/01/2016 08:00:00 AM,029XX N LONG AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,ALLEY,31.0,19.0,2016,"(41.933718743, -87.761419379)"
12/01/2016 05:23:00 AM,025XX N WAYNE AVE,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,32.0,7.0,2016,"(41.927506522, -87.662185132)"
12/01/2016 08:12:00 AM,082XX S CHRISTIANA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,18.0,70.0,2016,"(41.743733932, -87.705879218)"
12/01/2016 10:00:00 AM,045XX W 84TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,18.0,70.0,2016,"(41.738746677, -87.735049478)"
12/01/2016 01:17:00 PM,001XX W ONTARIO ST,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,42.0,8.0,2016,"(41.89320229, -87.63300741)"
12/01/2016 03:52:00 PM,023XX N LECLAIRE AVE,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,VEHICLE NON-COMMERCIAL,31.0,19.0,2016,"(41.923550913, -87.753664947)"
12/01/2016 07:30:00 PM,023XX W DEVON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),50.0,2.0,2016,"(41.997742229, -87.689094166)"
12/01/2016 06:30:00 PM,036XX W LAWRENCE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),39.0,14.0,2016,"(41.968338342, -87.719171817)"
12/01/2016 07:45:00 PM,006XX N LA SALLE DR,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,42.0,8.0,2016,"(41.893469034, -87.632648229)"
12/01/2016 07:00:00 AM,119XX S CALUMET AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,9.0,53.0,2016,"(41.677546444, -87.615422396)"
12/01/2016 09:25:00 PM,082XX S KEDZIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,18.0,70.0,2016,"(41.743867618, -87.702228253)"
12/01/2016 10:00:00 PM,070XX S EBERHART AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,69.0,2016,"(41.76680034, -87.612870314)"
12/01/2016 10:00:00 PM,016XX W 21ST ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,31.0,2016,"(41.854123066, -87.667416335)"
12/01/2016 11:05:00 PM,067XX S JEFFERY BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),5.0,43.0,2016,"(41.772998982, -87.576478539)"
12/01/2016 03:00:00 PM,005XX S LARAMIE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,29.0,25.0,2016,"(41.873696636, -87.754824282)"
12/01/2016 06:00:00 PM,005XX N AUSTIN BLVD,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),29.0,25.0,2016,"(41.889619655, -87.774960971)"
12/01/2016 10:00:00 PM,075XX S JEFFERY BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,43.0,2016,"(41.758421765, -87.576133063)"
12/01/2016 10:30:00 PM,008XX N MARSHFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,24.0,2016,"(41.897752253, -87.668561061)"
12/01/2016 08:00:00 PM,023XX W HIRSCH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,24.0,2016,"(41.906699103, -87.684992172)"
12/01/2016 09:00:00 PM,065XX N CAMPBELL AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,50.0,2.0,2016,"(41.999958756, -87.692386565)"
12/01/2016 10:00:00 AM,053XX S CARPENTER ST,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),16.0,61.0,2016,"(41.797312749, -87.651314633)"
12/01/2016 03:00:00 PM,019XX S WENTWORTH AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,25.0,34.0,2016,"(41.856238452, -87.631847104)"
12/01/2016 10:45:00 AM,030XX W 19TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,30.0,2016,"(41.85547491, -87.701220312)"
12/01/2016 12:00:00 AM,036XX W FLOURNOY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,27.0,2016,"(41.872638542, -87.716556677)"
12/01/2016 04:00:00 PM,080XX S DOBSON AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,8.0,44.0,2016,"(41.748803578, -87.599054513)"
12/01/2016 03:00:00 PM,064XX S MARSHFIELD AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,15.0,67.0,2016,"(41.777145537, -87.665423287)"
12/01/2016 06:30:00 PM,048XX W QUINCY ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,25.0,2016,"(41.877681015, -87.746118855)"
10/25/2016 12:00:00 PM,005XX W OHARE ST,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT PARKING LOT,41.0,76.0,2016,
12/02/2016 12:00:00 AM,092XX S SANGAMON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,DRIVEWAY - RESIDENTIAL,21.0,73.0,2016,"(41.726330408, -87.646995851)"
12/02/2016 12:55:00 AM,036XX W 79TH PL,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,18.0,70.0,2016,"(41.748725166, -87.713339375)"
12/02/2016 01:00:00 AM,044XX W WEST END AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,28.0,26.0,2016,"(41.883227385, -87.737111393)"
12/02/2016 02:45:00 AM,070XX S EBERHART AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,6.0,69.0,2016,"(41.766594486, -87.612865286)"
12/02/2016 04:35:00 AM,043XX S ST LOUIS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,14.0,58.0,2016,"(41.814709447, -87.711393813)"
12/02/2016 09:00:00 AM,016XX N LUNA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,37.0,25.0,2016,"(41.910055528, -87.764239061)"
12/02/2016 12:00:00 PM,010XX W MADISON ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2.0,28.0,2016,"(41.881687743, -87.652680171)"
12/02/2016 05:10:00 PM,013XX N OAKLEY BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1.0,24.0,2016,"(41.905503438, -87.684651609)"
12/02/2016 12:30:00 PM,013XX W 43RD ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,11.0,61.0,2016,"(41.815931924, -87.659088605)"
12/02/2016 05:45:00 PM,087XX S BEVERLY AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,21.0,71.0,2016,"(41.734541369, -87.671789213)"
12/02/2016 08:25:00 PM,035XX W HIRSCH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,26.0,23.0,2016,"(41.906386234, -87.715346615)"
12/02/2016 08:25:00 PM,021XX W AUGUSTA BLVD,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,32.0,24.0,2016,"(41.899494373, -87.680436821)"
12/02/2016 10:00:00 AM,008XX N ORLEANS ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,27.0,8.0,2016,"(41.897659797, -87.637212153)"
12/02/2016 11:36:00 PM,020XX N LAVERGNE AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,31.0,19.0,2016,"(41.91762613, -87.750955534)"
12/02/2016 09:20:00 PM,001XX W POLK ST,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2.0,32.0,2016,"(41.872191344, -87.631041178)"
12/02/2016 09:00:00 PM,012XX S KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,24.0,29.0,2016,"(41.865308919, -87.730041871)"
